,title,title_lower,review,sentiment
353,Black Mirror,black mirror,"Such dissonance underscores the impression, supported by the occasional but conspicuous Britishisms that issue from the mouths of American characters in the Netflix seasons, that Brooker isn't getting enough feedback on his scripts.",0
354,Black Mirror,black mirror,"These episodes are lighter than you might expect from Black Mirror. There's no pitch-black Crocodile in amongst this batch, and one of them is positively a romp, but that's not to say that the themes aren't heavy.",1
355,Black Mirror,black mirror,"Series five, newly out on Netflix, consists of only three episodes but each is richly suggestive, cunningly plotted and captivatingly played.",1
356,Black Mirror,black mirror,"It's weird to feel so poorly about three arguably good episodes of television, but the short length of Season 5 only serves to highlight the deficiencies of the season as a whole.",0
357,Black Mirror,black mirror,"Any anthology is going to yield somewhat uneven results, but Brooker's hitting percentage has been pretty envious. By that measure, a homerun, a single and a pop up isn't bad, but ""Striking Vipers"" is the one that really draws blood.",1
358,Black Mirror,black mirror,"The three instalments vary in mood, genre and just about everything else (as anthologies are designed to do) but they share a new air of calm authority.",1
359,Black Mirror,black mirror,"As the world around us becomes more and more unstable, Black Mirror now finds itself in a precarious position. How can your dystopian sci-fi show compete with the actual impending actual dystopia?",1
360,Black Mirror,black mirror,"The fifth series of Black Mirror is comprised of episodes that feel less like the work of Brooker and more like thin, wanting knock-offs that were inspired by him.",0
361,Black Mirror,black mirror,"It's slower, more methodical, and not at all what you're expecting. But there's a reason for just about every tonal choice, and it helps to deliver a brilliantly written and emotion-driven journey.",1
362,Black Mirror,black mirror,"Season 5 can't help but feel like a placeholder, something created only to fulfil certain contractual obligations, or perhaps to buy Charlie Brooker more time to create the next Bandersnatch.",1
363,Black Mirror,black mirror,The new season recalls the most human elements of past episodes while levying urgent indictments of the present.,1
364,Attack on Titan,attack on titan,"The premiere of Attack on Titan Final Season Part 2 hits the ground running with brutal and absolutely savage action, some devastating reveals, emotional moments, and further blurring of lines.",1
365,Attack on Titan,attack on titan,"Shishido's direction did not manage to communicate so eloquently the increasingly complex narrative, although the fault lies at least as much on the original material. The one thing he does pretty well, however, is bring all the storylines together",1
366,Attack on Titan,attack on titan,"Te final season's premiere continues Attack on Titan's deft focus on the no-win hell that is war, and while fans may miss those familiar faces, the new additions to the cast and their side of the story are sure to impress.",1
367,Riverdale,riverdale,"Riverdale itself just embracing the utter insanity of the source material, especially when it’s done such a grand job of being so insane itself previously, is more of a lateral move than some huge leap.",1
368,Riverdale,riverdale,"If the minds behind the show don't seem to care enough about the season 5 cliffhangers to start with them, why should the audience?",0
369,Riverdale,riverdale,"They've exaggerated their plots before and played with outlandish stories, but this 5-episode event series seems to be their way of embracing the full supernatural horror.",1
370,Riverdale,riverdale,"For now, Rivervale is a deliciously fun place to be. Deep in the horror genre, it's a new twist on old structures, filled with high stakes, age-old curses, major character deaths, and a top-notch 4th wall-breaking narrator.",1
371,Riverdale,riverdale,"special events are not canon, which means that it's all a meaningless stunt designed to incorporate The Chilling Adventures of Sabrina into Riverdale and give K.J. Apa fans a brief heart attack.",0
372,All American,all american,"All American continues its stride in acknowledging that college is not the only path, and Layla’s talent is strong enough that she can enhance her knowledge without needing to attend school.",1
373,All American,all american,"I expected more from this show - do better, All American.",0
374,The Vampire Diaries,the vampire diaries,"This season really put the idea of redemption into focus, and it served the narrative to perfection.",1
375,The Vampire Diaries,the vampire diaries,"Episodes which have featured the return of deceased characters have been pretty dull, but there was just something about this particular episode that got everything so right.",1
376,The Vampire Diaries,the vampire diaries,"The Vampire Diaries premiered for the eighth and final time. Written by the show's creators, Julie Plec and Kevin Williamson, the episode delivered nostalgia, horror, romance, friendship, brotherly love, and new mysteries.",1
377,The Vampire Diaries,the vampire diaries,"With series finales, TV shows are asked to do something they have never done before: properly end the story. The results are often, -forgive the pun - middling. The Vampire Diaries managed to beat the odds by following a few simple rules.",1
378,The Vampire Diaries,the vampire diaries,"Either way, it's the happy ending they've always wanted. Excuse us, we'll be over in the corner, sobbing.",1
379,The Vampire Diaries,the vampire diaries,"Julie Plec promised an ""emotional experience"" in ""The Vampire Diaries"" series finale, and that's exactly what we got.",1
380,The Vampire Diaries,the vampire diaries,"This wasn't a finale that took huge risks; rather, it was one that tried to sincerely give something back to its fans. Thanks, TVD. It's been epic.",1
381,The Vampire Diaries,the vampire diaries,The way people talk about Buffy today is how they're going to talk about TVD in years to come. It's not over. It's eternal.,1
382,The Vampire Diaries,the vampire diaries,The Vampire Diaries is and always was far better than it needed to be.,1
383,The Vampire Diaries,the vampire diaries,"For all the fanfare surrounding the return of Nina Dobrev for this finale, it always had to be them seeing the show off.",1
384,The Vampire Diaries,the vampire diaries,No I didn't cry as I wrote that. (Yes I did.),1
385,The Vampire Diaries,the vampire diaries,"Through ups and downs, deaths and undeaths, The Vampire Diaries kept it wild, interesting and mostly fun.",1
386,The Vampire Diaries,the vampire diaries,"All told, it should make for an interesting run of final episodes.",1
387,The Vampire Diaries,the vampire diaries,"Knowing how fast The Vampire Diaries blows through plot this might not be the final evil, but at least it's being set up to be a good one. It's just what they need.",1
388,The Vampire Diaries,the vampire diaries,"The Season 8 premiere was a pretty wonderful episode, particularly if you enjoy when TVD goes full horror.",1
389,The Vampire Diaries,the vampire diaries,"[It] reminded me of the first season with it's scares, drama and mystery surrounding our new villain leaving us with a ton of questions like what does the siren want?",1
390,The Sinner,the sinner,"(...) At this point it is already clear that the entire series is Ambrose, and in that sense there is still a lot of fabric to cut. Deaths, intrigues, resolutions are no longer necessary: it would be enough just to see him.",1
391,The Sinner,the sinner,"The eight-episode seasons would probably be better as six episodes and about two fewer hours of Ambrose's introspection... Still, the series satisfies an itch.",1
392,The Sinner,the sinner,"As played with brooding subtlety and an inscrutable squint by Pullman, Harry's psyche is often as disturbing as the mysteries he solves in this unsettling series.",1
393,The Sinner,the sinner,"It would be nice if this trip allowed Harry to heal from the Jamie-induced trauma. He needs a win, but something tells me that he will not be Percy's savior, no matter how badly everyone wishes it could be true.",1
394,The Sinner,the sinner,"As always, Pullman is more than up to the task.",1
395,The Sinner,the sinner,"The new cast is immediately striking, but the star of the series is clearly Kremelberg who gives an intensely tragic performance of Percy Muldoon.",1
396,The Sinner,the sinner,The Sinner feels more like a familiar mystery series than it did at the best points in the first three years.,0
397,The Haunting of Hill House,the haunting of hill house,Henry Thomas leads a stellar cast dealing with a malevolent house that apparently loves the color turquoise.,1
398,The Haunting of Hill House,the haunting of hill house,Flanagan's appreciation for the classics in his Haunting projects proves compelling and unsettling.,1
399,The Haunting of Hill House,the haunting of hill house,"Mike Flanagan does an excellent job of adapting the famous ghost story into an American gothic drama for a modern audience. A ten-part drama for Netflix, this review covers the first episode only.",1
400,The Haunting of Hill House,the haunting of hill house,"One of the best horror series ever made is, without a doubt, The Haunting of Hill House. [Full review in Spanish]",1
401,The Haunting of Hill House,the haunting of hill house,"...while the scares have been limited, the work done on building up the characters, their relationships, and what's at stake for them all has been phenomenal.",1
402,The Haunting of Hill House,the haunting of hill house,Most of the best moments from the book make it into the series.,1
403,The Haunting of Hill House,the haunting of hill house,Mike Flanagan really knows how to play with the audience and deliver scares with a great story.,1
404,The Haunting of Hill House,the haunting of hill house,"Absolutely gripping from start to finish. Give it a few episodes to build, as it's a slow burn.",1
405,The Haunting of Hill House,the haunting of hill house,"A cinematic masterpiece of the small screen. One of the best Netflix original shows out there, and my favorite horror experience in recent years. [Full review in Spanish]",1
406,The Haunting of Hill House,the haunting of hill house,"It's atmospheric, with a nearly consistent undertone of dread, peppered with just the right amount of jump scares to spice things. Yet, at its heart, The Haunting of Hill House is much more than a ghost story.",1
407,The Haunting of Hill House,the haunting of hill house,Another achievement of Flanagan's vision is that the series never really feels overbearing or long - each episode is crafted to keep the audience engaged and on their toes with existential dream looming around every corner.,1
408,The Haunting of Hill House,the haunting of hill house,The Haunting of Hill House brilliantly showcased relatable characters trying their best to conquer demonstrable villainy inside the house and inside themselves.,1
409,The Haunting of Hill House,the haunting of hill house,"The Haunting of Hill House is both an absolutely terrifying ghost story, but it's also an emotionally devastating familial drama. And it's one of the best shows Netflix has released thus far.",1
410,The Haunting of Hill House,the haunting of hill house,"The Haunting of Hill House rewards those who aren't afraid to confront their own ghosts, those bumps in the past that still linger, and head back to where it all began. It's absolutely worth booking a room.",1
411,The Haunting of Hill House,the haunting of hill house,"Classical, but innovative, precious in the visual but without more squeamishness than necessary, Mike Flanagan distances himself from the cinematic trends with a series full of interesting details. [Full Review in Spanish]",1
412,The Haunting of Hill House,the haunting of hill house,"I really thought it was different, and mature. Henry Thomas, great to see him in this show, what a great actor.",1
413,The Haunting of Hill House,the haunting of hill house,"The Haunting of Hill House redefines hauntings by centralizing the family and its relationship to the house, over the shock that the house produces. This is a human story and it's their interactions with the ghosts that build the story not just scare.",1
414,The Haunting of Hill House,the haunting of hill house,One of horror's greatest lesbian characters can be found in The Haunting of Hill House.,1
415,The Haunting of Hill House,the haunting of hill house,"The show's exploration of collective and individual grief, while often moving, can also feel a little trite and glib. Still, this is an unusually earnest attempt to look at emotional trauma within a horror setting.",1
416,The Haunting of Hill House,the haunting of hill house,"The result is deeply creepy but unexpectedly moving, especially in the series' gorgeously paced midsection.",1
417,The Haunting of Hill House,the haunting of hill house,"Trauma builds walls around us, but The Haunting of Hill House shines a light on the exit.",1
418,The Haunting of Hill House,the haunting of hill house,"This is the horror series you never knew you needed. A beautifully-cast show that plays out like Six Feet Under meets The Conjuring, there is simply nothing else like it.",1
419,The Haunting of Hill House,the haunting of hill house,"A really cool concept...no one ever really talks about what happens to people after the haunted houses, the anxiety and the trauma...so cool to watch, and I love the way it bounces back and forth.",1
420,The Haunting of Hill House,the haunting of hill house,The virtuosity in the style is evident. That's why it's a shame that [director and writer Mike] Flanagan neglects elementary aspects like the performances and the script. [Full review in Spanish],0
421,The Haunting of Hill House,the haunting of hill house,"Mike Flanagan puts together a project that pulses with an eerie but naturalistic vibe, further concurring that horror can not only be great, but it can be fantastic.",1
422,The Haunting of Hill House,the haunting of hill house,"Horror is about dark delight, yes-but it's also about intensity, a quality in extremely short supply in Hill House.",0
423,The Haunting of Hill House,the haunting of hill house,"Most frustratingly, the adaptation abandons the raw feminine perversity that made Jackson's story so indelible.",0
424,The Haunting of Hill House,the haunting of hill house,What could easily have been turned into a quick series of jump scares has been turned by Mike Flanagan into an all-too-real tale of grief and how to handle it.,1
425,The Haunting of Hill House,the haunting of hill house,"The Haunting of Hill House is a new high watermark for episodic horror, not just standing up to past adaptations... but demonstrating that a show can be both dramatically complex and relentlessly scary.",1
426,The Haunting of Hill House,the haunting of hill house,"This is an original and fascinating look at family drama, one that refuses neat and tidy endings and begs us to consider what we ultimately do with a home we can never truly leave.",1
427,The Haunting of Hill House,the haunting of hill house,"Even though it's not always easy, I'm willing to let my adrenaline spike if it means I can experience a story that captures my attention and doesn't let go for even one second. And that's exactly what Netflix's The Haunting of Hill House did.",1
428,The Haunting of Hill House,the haunting of hill house,"It's the pain, the loneliness, the desperation that grips their strained faces, pools in their eyes, and reaches across the screen to make you turn back on the lights. Now that, that feels real.",1
429,The Haunting of Hill House,the haunting of hill house,"The horrors only grow, the jump scares keeping pace with an ever accelerating plot. And in its crescendo we are made to confront those things we would prefer to remain only objective observers to.",1
430,The Haunting of Hill House,the haunting of hill house,"With its exceptional melding of family drama and expertly-executed genre thrills, The Haunting of Hill House shouldn't be missed whether you're a card-carrying genre fan or not.",1
431,The Haunting of Hill House,the haunting of hill house,Every performance contributes to the family dynamic and helps to build anxiety throughout the series.,1
432,The Haunting of Hill House,the haunting of hill house,What is perhaps most beautiful about The Haunting of Hill House is the way it both subverts the haunted house genre and then wholly genuflects to its cliches.,1
433,The Haunting of Hill House,the haunting of hill house,"As a tale of what happens when the ties that bind are the same ones that gag you, and scar you, and occasionally strangle you to death, it's absolutely terrifying.",1
434,The Haunting of Hill House,the haunting of hill house,"Over 10 episodes, it's stylish, moving, and sinister, riddled with ghosts both literal and metaphorical.",1
435,The Haunting of Hill House,the haunting of hill house,"Although the series starts slowly, it eventually develops into a riveting story, revealing a few horrifying secrets along the way and finishing on a surprisingly emotional note.",1
436,The Haunting of Hill House,the haunting of hill house,"A perfectly matched narrative, emotional and technical puzzle. [Full Review in Spanish]",1
437,The Haunting of Hill House,the haunting of hill house,"The show wisely does not decide to try and answer all the mysteries it presents to the audience. Sometimes there are no easy answers, in life and in television.",1
438,The Haunting of Hill House,the haunting of hill house,It isn't the words that stick with you... It's the sight of the Bent-Neck Lady...,1
439,The Haunting of Hill House,the haunting of hill house,"Like this year's best horror film Hereditary, the chilling new Netflix series does an excellent job of wringing as much handwringing spooky boo-boo out of everyday events as it possibly can.",1
440,The Haunting of Hill House,the haunting of hill house,What before ended on a note of sinister unease now leaves us with hope. And I guess we can be fine with that. There is no such thing as too much hope.,1
441,The Haunting of Hill House,the haunting of hill house,"Fantastic, all around. The scares were there, subtle, and this show freaked me out. So good, and so well acted.",1
442,The Haunting of Hill House,the haunting of hill house,"Stream it for sure. Like with any horror movie, there's a lot of build up in the first couple of episodes, but when The Haunting of Hill House gets rolling it doesn't stop.",1
443,The Haunting of Hill House,the haunting of hill house,Mike Flanagan's Netflix adaptation of Jackson's work makes a family-the Crains-and their twisted collective history the narrative thread. But he manages to keep the focus on engaging female characters while building out a new world.,1
444,The Haunting of Hill House,the haunting of hill house,"It' ll reward your attention and patience with moments that will leave you breathless, on the edge of the seat, and turning on the lights throughout the house to sleep.",1
445,The Haunting of Hill House,the haunting of hill house,"What I'm most curious to discover is how Flanagan, who also wrote the show, plans to update the themes of the original to mirror contemporary American anxieties.",1
446,The Haunting of Hill House,the haunting of hill house,"Between effective jump-scares, a cast led by the great TV actors Michiel Huisman and Elizabeth Reaser breathes life into an allegory for collective mourning.",1
447,The Haunting of Hill House,the haunting of hill house,"A limited series based on Shirley Jackson's influential ghost story, and it's worth the binge.",1
448,The Haunting of Hill House,the haunting of hill house,"If you're in the mood for slow burn horror and strong performances, The Haunting of Hill House is a powerful entry in the televison horror genre.",1
449,The Haunting of Hill House,the haunting of hill house,"Ambitious family drama-meets-horror story is dark, mature.",1
450,The Haunting of Hill House,the haunting of hill house,It's a truly scary TV show that tugs at our emotions while also poking us with discomfort.,1
451,The Haunting of Hill House,the haunting of hill house,The Haunting of Hill House is possibly the scariest thing you will watch this year and earns a spot alongside IT and HEREDITARY as the latest horror story that deserves the hype.,1
452,The Haunting of Hill House,the haunting of hill house,The Haunting of Hill House comes ready to make itself right at home.,1
453,The Haunting of Hill House,the haunting of hill house,"The horror is expertly paced - there's a slow ominous creep, then a sharp shock and that same adrenalin rush of relief that kicks in after going on a roller coaster.",1
454,The Haunting of Hill House,the haunting of hill house,"Some stories work better as discrete two-hour movies, but the sad tale of the Crain family of Massachusetts benefits from a long, novelistic gaze.",1
455,The Haunting of Hill House,the haunting of hill house,"Hill House is not just an affecting character-focused drama, but one that takes advantage of your investment in its intricately drawn-out story to produce scares that are twice as effective.",1
456,The Haunting of Hill House,the haunting of hill house,"While the structural issues could definitely use some tweaking, the fact that it's essentially a sprawling family drama punctuated with jump scares and a pervasive creepiness is pretty interesting.",1
457,The Haunting of Hill House,the haunting of hill house,Get ready to fall in love with the most beautiful doomed family on TV since the Fishers on Six Feet Under. This is what the spooky version of This Is Us looks like.,1
458,The Haunting of Hill House,the haunting of hill house,"[It] works as both a great horror story and a compelling family drama, effectively exploring how the ghosts of our pasts are just as scary as what goes bump in the night.",1
459,The Haunting of Hill House,the haunting of hill house,"Well-acted and ponderously paced, The Haunting of Hill House would have benefited from less straining for the artistic and more of a desire to jolt its viewers.",1
460,The Haunting of Hill House,the haunting of hill house,Flanagan retains the thematic core of the novel in some effective ways that we've highlighted below.,1
461,The Haunting of Hill House,the haunting of hill house,"Much of the credit for the show's acute level of creepiness goes to the cast, with charismatic child actors matched perfectly to their adult incarnations, of which Brit Oliver Jackson-Cohen is the standout.",1
462,The Haunting of Hill House,the haunting of hill house,"Hill House falls victim to a sagging middle section and could have benefitted from a smaller episode count. Nevertheless, the end result still adds up to a spooky series that hits the streaming service at just the right time.",1
463,The Haunting of Hill House,the haunting of hill house,"Hill House's production design is stunning, creepy, and clever-the house has a kind of Overlook Hotel thing going on, where it's enormous but also confining.",1
464,The Haunting of Hill House,the haunting of hill house,"At once veering away any prior adaptation of Jackson's novel and paying tribute to staples of the horror genre, Hill House is an addictive slow burn of a binge that will have you biting your blanket in fear and tiptoeing in the dark.",1
465,The Haunting of Hill House,the haunting of hill house,"The aesthetic of The Haunting of Hill House makes it work not only as horror TV, but also as a deft adaptation of Jackson.",1
466,The Haunting of Hill House,the haunting of hill house,A literary classic is adapted into a modern masterpiece of trauma and terror.,1
467,The Haunting of Hill House,the haunting of hill house,"Unlike Gerald's Game, Flanagan's greatest strength here is when he's playing with the story as opposed to being slavishly devoted to it. It's a reimagining for an era that doesn't know what that word means anymore.",1
468,The Haunting of Hill House,the haunting of hill house,I found it perplexing and eventually irritating.,0
469,The Haunting of Hill House,the haunting of hill house,"What's remarkable is that Flanagan, thanks largely to stellar performances from the ensemble, manages to make all this sibling drama feel suspenseful rather than wearying.",1
470,The Haunting of Hill House,the haunting of hill house,"Pay special notice to Mckenna Grace, who inhabits the young Theodora (or Theo) with a wisdom way beyond her years.",1
471,The Haunting of Hill House,the haunting of hill house,The Haunting Of Hill House is not only a worthwhile update but one of the best horror TV series we've seen in years.,1
472,The Haunting of Hill House,the haunting of hill house,The best haunted-house stories aren't scary because they're filled with a long lineup of ghosties and ghoulies. They're scary because they want something from the haunted.,1
473,The Haunting of Hill House,the haunting of hill house,"Its real potential lies in breaking the mold more than reapplying it. It's the people who haunt viewers more than the ghosts, and emphasizing the stories of the living is what makes Netflix's horror show come alive.",1
474,The Haunting of Hill House,the haunting of hill house,The Haunting of Hill House is a surprisingly emotional family drama that mixes in jump scares to keep the blood pumping in between tears falling.,1
475,The Haunting of Hill House,the haunting of hill house,"For much of its titanic length, The Haunting of Hill House, which premieres Friday on Netflix, does interesting things with character and atmosphere and maintains an air of melancholic suspense.",1
476,The Haunting of Hill House,the haunting of hill house,"Hill House is fiercely slow-burning, but can also unleash a deluge of frights at a moment's notice. Audiences won't want it to stop, and it won't...for ten episodes, anyway.",1
477,The Haunting of Hill House,the haunting of hill house,"Things were going so well. Now here I am, out back in the cold of night, burying it.",0
478,The Haunting of Hill House,the haunting of hill house,"Flanagan has made an intelligent, engaging supernatural story in which the tension doesn't mount so much as stop and start, and occasionally sputter.",1
479,The Haunting of Hill House,the haunting of hill house,"It's not just the family premise that makes this series so brilliant, but the characters as individuals themselves. Flanagan spends entire episodes giving the audience deft yet scathing vignettes of his characters' lives - and as always, it's a winner.",1
480,The Haunting of Hill House,the haunting of hill house,"The real marvel of The Haunting Of Hill House is in its execution. Plot threads that initially may seem to go nowhere, or seem obvious, actually have welcome, complicated layers that reveal the relatable family dynamics...",1
481,The Haunting of Hill House,the haunting of hill house,"[It] unfolds at too plodding a pace... But once the series establishes its storytelling approach, it hooks you in, compelling you to keep watching until certain mysteries are resolved.",1
482,The Haunting of Hill House,the haunting of hill house,This Haunting is so far from the original source material that it's more of a demolition than adaptation.,0
483,The Haunting of Hill House,the haunting of hill house,The Haunting of Hill House contains some of the most unforgettable horror imagery in film or television in years.,1
484,The Haunting of Hill House,the haunting of hill house,"The Haunting of Hill House is a special treat for horror fans, one of the greatest - and most satisfying - uses of the genre is this new, bingeable medium.",1
485,The Haunting of Hill House,the haunting of hill house,The Haunting of Hill House is often scary as hell and possessed of enough character-centric nuance to carry viewers through to the end - even if some of the visceral frights peter out well before the conclusion.,1
486,The Haunting of Hill House,the haunting of hill house,"It's morgue-porn, but at least hints at a philosophical mystery.",1
487,The Haunting of Hill House,the haunting of hill house,"Like everything in Hill House, that terror gets muted, slowed down and picked over so much that it ends up banal and lifeless.",0
488,The Haunting of Hill House,the haunting of hill house,"The childhood/adulthood flashbacks are as good as This Is Us, the horror better than Hereditary, the whole thing better than the similar Castle Rock and Sharp Objects.",1
489,The Haunting of Hill House,the haunting of hill house,What makes this rendition of Jackson's story so fascinating is the role femininity and domesticity plays in possessing the lives of a couple and shattering their family so completely that only a tragedy can bring them together as adults.,1
490,The Haunting of Hill House,the haunting of hill house,"Some may find the story's slow-burning nature frustrating, but like Castle Rock, it's refreshing to see a psychological horror evolve a little more naturally than the usual rapid escalation.",1
491,The Haunting of Hill House,the haunting of hill house,"Written and directed by Mike Flanagan, ""The Haunting of Hill House"" practically oozes with gothic horror. Dread, foreboding and general creepiness lurk around every corner in ways seldom seen on television.",1
492,The Haunting of Hill House,the haunting of hill house,"But it's a series that will stick in people's minds - not because of the familiar things it does, but for all the things it dares to do differently.",1
493,The Haunting of Hill House,the haunting of hill house,"There's something in the air ahead of a Flanagan scare. You know it's coming, but not from where. And that tension gnaws at you, curdling your stomach, pulling your fingertips to your agape mouth and maybe up over your wide eyes. It's a divine thrill.",1
494,The Haunting of Hill House,the haunting of hill house,"The Haunting of Hill House is a kind of riff on madness in its many forms, a sojourn of loss and regret.",1
495,The Haunting of Hill House,the haunting of hill house,The Haunting of Hill House is decent and very much strives for a more classical horror vibe relying less on gore and more on supernatural scares.,1
496,The Haunting of Hill House,the haunting of hill house,"The Haunting of Hill House is a frequently scary, surprisingly emotional saga focused on both past and present. Director Mike Flanagan takes Shirley Jackson's iconic haunted house novel and works into something wholly different, yet equally effective.",1
497,The Haunting of Hill House,the haunting of hill house,"It's as though Flanagan has taken Jackson's original work, shattered it and then rearranged the pieces to create a completely original, but equally brilliant tale.",1
498,The Haunting of Hill House,the haunting of hill house,"This is a new version of The Haunting for a new time, when the term 'ghosting' means something else entirely, and, although it's not always completely successful in its balancing of horror and heart.",1
499,The Haunting of Hill House,the haunting of hill house,"Slowly insinuating, building in power as it tells a story of repressed trauma and family discord. It's an effective scare-fest that is at its best when the tale does more than jolt the viewer.",1
500,Altered Carbon,altered carbon,"For intriguing sci-fi action, stick with that strong first season. For the big questions, fellow Netflix original The Good Place is just a few short clicks away.",0
501,Altered Carbon,altered carbon,"Altered Carbon's biggest asset is its visually amazing universe, and the endless possibilities that come with it. Season 2 is somewhat better than 1. [Full review in Spanish]",1
502,Altered Carbon,altered carbon,"It had good moments, it had bad moments, it had dull moments. I kind of wish now that there was just Season 1 standing alone as a great example of the genre...",0
503,Altered Carbon,altered carbon,"We're offered a bold new performance by Anthony Mackie, and this season also brings in exciting new characters while greatly exploring returning ones.",1
504,Altered Carbon,altered carbon,"Season 2 might seem like it has a lot of unnecessary layers to it, however, once you give those said layers time to grow, and a much closer look, then you'll see that there is a lot to be adored.",1
505,Altered Carbon,altered carbon,The action remains intense; it's just got more meaning.,1
506,Altered Carbon,altered carbon,"Mackie gives Kovacs a suitable sort of intensity and loose-limbed physicality... New showrunner Alison Schapker (Lost, Fringe) continues expanding a fascinating world out of the novels by Richard K. Morgan.",1
507,Altered Carbon,altered carbon,"At first it was hard to see where this season was going, and it seemed a bit less interesting than season 1. But ultimately, by the time you reach the end, it's hard not to be satisfied with the journey and the finale.",1
508,Altered Carbon,altered carbon,"It continues the overall premise of the first season while introducing a new lead, a new case and fresh cosmic terrains for interstellar action scenes. And it's still a lot of fun to follow.",1
509,Altered Carbon,altered carbon,"...sprawling, dense, fun, and weird as hell.",1
510,Altered Carbon,altered carbon,"It is strangely reassuring to know that, even in the 24th century, wearing a scuffed leather jacket over a black hoodie is still the universal symbol of anti-hero cool.",1
511,Altered Carbon,altered carbon,"Mackie feels like an upgrade on Kinnaman generally, although the overheated voiceover isn't doing him any favors.",1
512,Altered Carbon,altered carbon,"The distinct episodes help keep viewers invested when ""Altered Carbon"" goes too heavy on diegetic mumbo jumbo or changes its own rules to set up silly twists.",1
513,Altered Carbon,altered carbon,"Anthony Mackie and Will Yun Lee's stellar performances save this often underwhelming second season of Altered Carbon, and while it remains enjoyable and exciting viewing, the series might now benefit from a reboot.",1
514,Altered Carbon,altered carbon,"The story itself is somewhat downgraded from a provocative examination of the role mortality plays in defining our humanity to a soap opera with a whole lot of gratuitous punching, kicking, and bleeding.",0
515,Altered Carbon,altered carbon,"The story manages to breathe and present us something that is, directly, more entertaining. [Full Review in Spanish]",1
516,Altered Carbon,altered carbon,"Thankfully, it seems creator Laeta Kalogridis and the series producers have taken this on board, and this time around there's not a ridiculously see-through gown or inexplicable nude scene in sight.",1
517,Altered Carbon,altered carbon,"It's no secret Mackie is a Hollywood veteran, but this is the first time he has had eight hours of screen time to stretch his legs as one character - and he is fantastic.",1
518,Altered Carbon,altered carbon,"The ideas behind the premise are so good, the potential to examine existential issues about identity and humanity and how they're tied up in our physical form are so great, that it's frustrating to see how often the show takes a too-shallow approach.",0
519,Altered Carbon,altered carbon,"Altered Carbon also succeeds at the level of breathtaking spectacle. After a stuttering first season, a would-be blockbuster has belatedly but emphatically achieved lift-off.",1
520,Altered Carbon,altered carbon,"By the season finale, it becomes clear that this has stopped being the Kovacs show and, instead, an ensemble endeavour that manages to satisfyingly tie up a season arc while teasing storylines yet to be explored.",1
521,Altered Carbon,altered carbon,"It still falls short of its potential, but Altered Carbon has probably done enough to ensure it runs for years to come. A lump of graphite, if not quite the full diamond.",1
522,Altered Carbon,altered carbon,"I found myself desperately wishing for Altered Carbon to leave its world of endless lives, satellite back ups, and shapeless political revolutions behind, to focus... on the AIs discarded by humanity as yet another resource to be wasted and forgotten.",0
523,Altered Carbon,altered carbon,"Initially, Kovacs investigating the death of yet another meth is worrisome, but Altered Carbon manages to switch gears and deliver a much more cohesive and emotionally grounded season.",1
524,Altered Carbon,altered carbon,"Few TV shows manage to get the writing, acting, and directing right, but the second season of Altered Carbon will keep people talking for months, if not years after it hits the air.",1
525,Altered Carbon,altered carbon,"It combines what worked best in the show's first year with a more intimate and important mystery, which makes for a more compelling story.",1
526,Altered Carbon,altered carbon,"A worthy followup that, at times, surpasses the first season with a more expansive universe that stretches far beyond the confines of Bay City.",1
527,Altered Carbon,altered carbon,"Altered Carbon takes place in the future, but its message stands firmly in the now.",1
528,Altered Carbon,altered carbon,"Altered Carbon is in good hands with Anthony Mackie taking the role of Kovacs in season 2, and first few episodes outline a strong story that honors both the original character and the introductory adventure in all its dark and violent glory.",1
529,Altered Carbon,altered carbon,"It's not without its issues, and some of the acting and writing does get very trite in places, but by and large, 'Altered Carbon' Season 2 proves itself to be an intriguing, entertaining dive into pulpy cyberpunk silliness.",1
530,Altered Carbon,altered carbon,"This season lays hard into the sci-fi and moves away from the stronger narrative ties that would lend the story to its noir roots. While still a cool show hiring dope and diverse actors, I can't help but want more from the show.",0
531,Altered Carbon,altered carbon,The personal touches keep the characters grounded even when they're waxing poetic about the nature of life and their place in the universe.,1
532,Altered Carbon,altered carbon,"Altered Carbon has an amazing sandbox to work with, but the story doesn't always know how to play in it... The good news is that Season 2 ends on a note that could make Season 3 its best yet.",0
533,Altered Carbon,altered carbon,"While we're not quite there yet, future seasons of Altered Carbon will hopefully fix those aforementioned issues entirely, creating something that can truly ""stack"" up to the sci-fi greats that Morgan so readily draws inspiration from.",1
534,Altered Carbon,altered carbon,"This season is less horrifying, less gruesome and in some ways a little less bombastic, but it's also maybe a little more nuanced or less melodramatic.",1
535,Altered Carbon,altered carbon,"Boasts a leaner, more easily digestible cyberpunk thriller than its predecessor with surprise new sleeves, new characters and superbly crafted action.",1
536,13 Reasons Why,13 reasons why,"Awkward, complex and extremely difficult to watch, It doesn't go out on a fluffy high, but stays true to its issues and discussing difficult subjects, it would break most strong-minded adults, let alone vulnerable teens.",1
537,13 Reasons Why,13 reasons why,"While season four has its bumps in the road, the lens does not falter, keeping its focus locked on the wreckage these teens not only create for themselves but the issues the world has created for them.",1
538,13 Reasons Why,13 reasons why,The team behind 13 Reasons Why had no way of knowing that audiences would be watching this season in the middle of a pandemic. But that only makes the sadistic nature of the material that much more glaring.,0
